created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 22 05:59:14 +0000 2023;1,72E+18;Bakal capres PDIP Ganjar Pranowo bercerita tentang masa lalunya yang hidup serba kekurangan. Ganjar mengatakan jangan menantang dirinya jika berbicara soal penderitaan.  Ganjar hidup serba kekurangan.  #SahabatGanjar #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/mYl2PgxXkp;0;0;1;2;in;1,49E+18;1,72E+18;AksaraAnda;https://twitter.com/AksaraAnda/status/1715971049396056162
Sun Oct 22 05:57:44 +0000 2023;1,72E+18;@Tulisanhatiid_ lha Jokowi msh menjabat sbg Presiden kok dipaksa deklarasi dukung Ganjar , kalau tidak dukung berarti musuh dan pengkhianat, apa belum cukup dukungan Pres Jokowi shg Ganjar bs jadi Capres PDIP ditengah rivalitas dg Puan ? siapa yg sebetulnya tidak tahu terimakasih ?;0;0;0;0;in;3248886918;1,72E+18;wrahardian2;https://twitter.com/wrahardian2/status/1715970673439605092
Sun Oct 22 05:52:37 +0000 2023;1,72E+18;Kisah yang penuh inspirasi ini dibagikan oleh Capres dari PDIP, Ganjar Pranowo, saat berpidato di Rapimnas PPP. Dalam pengakuannya, Ganjar mengungkapkan momen ketika seorang kiai memintanya untuk maju sebagai calon Presiden.  #SahabatGanjar #GanjarPresiden #GanjarMahfud2024 https://t.co/cHMym3RlAg;0;0;0;10;in;1,48E+18;1,72E+18;SalimCipok;https://twitter.com/SalimCipok/status/1715969387667275819
Sun Oct 22 05:51:43 +0000 2023;1,72E+18;Pasangan capres &amp  cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara kaum pemuda di Pilpres 2024 GAMA harus punya visi-misi yg sejalan dengan kebutuhan kaum muda &amp  bisa diterjemahkan menjadi program-program yang terukur &amp rasional #GanjarPresiden2024 #GanjarMahfud https://t.co/IWUl4q7xDF;0;0;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715969161380458894
Sun Oct 22 05:51:42 +0000 2023;1,72E+18;Pasangan capres &amp  cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara kaum pemuda di Pilpres 2024 GAMA harus punya visi-misi yg sejalan dengan kebutuhan kaum muda &amp  bisa diterjemahkan menjadi program-program yang terukur &amp rasional #GanjarPresiden2024 #GanjarMahfud https://t.co/FBM1Z9oYkW;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715969157584564614
Sun Oct 22 05:51:42 +0000 2023;1,72E+18;Pasangan capres &amp  cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara kaum pemuda di Pilpres 2024 GAMA harus punya visi-misi yg sejalan dengan kebutuhan kaum muda &amp  bisa diterjemahkan menjadi program-program yang terukur &amp rasional #GanjarPresiden2024 #GanjarMahfud https://t.co/RmvzYEuVD1;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715969154652786760
Sun Oct 22 05:51:41 +0000 2023;1,72E+18;Pasangan capres &amp  cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara kaum pemuda di Pilpres 2024 GAMA harus punya visi-misi yg sejalan dengan kebutuhan kaum muda &amp  bisa diterjemahkan menjadi program-program yang terukur &amp rasional #GanjarPresiden2024 #GanjarMahfud https://t.co/YIO1ArIhpK;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715969151871996097
Sun Oct 22 05:51:40 +0000 2023;1,72E+18;Pasangan capres &amp  cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara kaum pemuda di Pilpres 2024 GAMA harus punya visi-misi yg sejalan dengan kebutuhan kaum muda &amp  bisa diterjemahkan menjadi program-program yang terukur &amp rasional #GanjarPresiden2024 #GanjarMahfud https://t.co/7gyzx2MyM1;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715969148973625746
Sun Oct 22 05:50:57 +0000 2023;1,72E+18;Hari ini Ganjar Pranowo dan Mahfud MD, menjalani pemeriksaan kesehatan di RSPAD Gatot Soebroto, Jakarta, Minggu (22/10/2022) pagi.  Substansi, metode, &amp  tim dokter pemeriksa seluruh pasangan bakal capres-cawapres untuk menjamin profesionalitas &amp  independensi.  Ganja Mahfud 2024🇮🇩 https://t.co/i3a4dgbw6Q;0;0;0;1;in;1,36E+18;1,72E+18;Alie_Zidane;https://twitter.com/Alie_Zidane/status/1715968965409947933
Sun Oct 22 05:49:31 +0000 2023;1,72E+18;Bakal capres PDIP Ganjar Pranowo bercerita tentang masa lalunya yang hidup serba kekurangan. Ganjar mengatakan jangan menantang dirinya jika berbicara soal penderitaan.  Hal itu disampaikan Ganjar dalam pidatonya di acara Bimtek DPRD PPP di Ancol https://t.co/NGqr8mqVNK;0;1;1;2;in;1,65E+18;1,72E+18;Ganjar_Hebat;https://twitter.com/Ganjar_Hebat/status/1715968606281101749
